	kor	eng
3339	난 톰이 마약 중독자라는 걸 몰랐어.	I didn't know Tom was a drug addict.
3340	난 코카인 중독자야.	I'm a cocaine addict.
3341	그 사람은 나를 더 이상 사랑하지 않아.	She doesn't love me anymore.
3342	네가 톰을 그렇게 사랑할 줄은 몰랐어.	I didn't know you loved Tom so much.
3343	고양이는 인간이 아니야.	A cat is not human.
3344	톰은 제대로 된 인간이야.	Tom is a decent human being.
3345	인간의 마음은 패턴을 인식하는 것을 잘해.	The human mind is good at recognizing patterns.
3346	인간 관계는 아주 복잡해.	Human relationships are very complex.
3347	인간의 욕구는 끝이 없어.	There is no limit to human desire.
3348	인간은 70년정도 밖에 살지 않아.	Humans only live about 70 years.
3349	나는 인간이야.	I am human.
3350	노예제도는 반인륜적인 범죄야.	Slavery is a crime against humanity.
3351	인간의 몸은 수많은 세포들로 구성되어 있어.	A human body consists of a countless number of cells.
3352	그 사람은 인간 심리에 높은 식견이 있어.	He has a deep insight into human psychology.
3353	스트레스의 일반적 원인은 업무와 인간 관계에 있어.	Common causes of stress are work and human relationships.
3354	넌 인류의 마지막 희망이야.	You're the last hope for humanity.
3355	질병은 인류에게 있어서 위협이야.	Disease is a threat to human beings.
3356	인간은 공기 없인 살 수 없어.	Humans can't live without air.
3357	내가 만약 진실을 말하면 난 살해 당할 거야.	"If I tell the truth	 I'll be killed."
3358	2시 30분에 거기 있을게.	I'll be there at 2:30.
3359	난 내가 하는 것이 정말 좋아.	I really love what I do.
3360	이 책은 해석하기 어려워.	This book is difficult to understand.
3361	조심해. 바닥에 구멍이 있어.	Be careful. There's a hole in the floor.
3362	"너와 이야기 하는 것은 정말 좋았는데	 근데 진짜 가봐야 해."	"It's been nice talking to you	 but I really must go now."
3363	난 그 인간을 쏠 거야.	I'm going to shoot that guy.
3364	톰과 메리는 가까운 친척이야.	Tom and Mary are close relatives.
3365	난 아마 살이 좀 빠졌어.	I must've lost some weight.
3366	날 용서해주리라고 알고 있어.	I know you'll forgive me.
3367	톰은 진짜 안전할 거라니까.	I assure you Tom will be completely safe.
3368	난 톰한테 내가 안 그럴 거라고 단언했어.	I assured Tom that I wouldn't do that.
3369	난 톰한테 내가 다음 부턴 절대 안 그럴 거라고 단언했어.	I assured Tom I wouldn't do that anymore.
3370	나 완전 건강하다니까.	I assure you I'm in perfect health.
3371	톰은 완전 멀쩡할 거라니까.	I assure you Tom will be perfectly safe.
3372	저건 필요 없다니까.	I assure you that isn't necessary.
3373	"단언컨대	 그런 일은 일어나지 않을 거야."	I can assure you that's not going to happen.
3374	"단언컨대	 우린 절대 그런 실수를 하지 않을 거야."	I can assure you we'll never make that mistake again.
3375	"톰은 여기 없어	 내가 장담해."	"Tom isn't here	 I assure you."
3376	이건 농담이 아니라니까.	I assure you this isn't a joke.
3377	내 생일은 오늘부터 한달 후야.	My birthday is one month from today.
3378	톰이 그걸 자기 생일 때 했다더라.	Tom did that on his birthday.
3379	나는 그 사람의 생일 파티에 못 갔어.	I failed to go to his birthday party.
3380	아무도 내 생일을 기억해주지 않았어.	No one remembered my birthday.
3381	톰이 너한테 생일 선물로 뭘 줬어?	What did Tom give you for your birthday?
3382	난 생일같은 건 축하하지 않아.	I don't celebrate birthdays.
3383	어제는 내 열일곱째 생일이었어.	Yesterday was my seventeenth birthday.
3384	톰은 아주 일찍 죽었어.	Tom died very young.
3385	그게 그 사람들이 죽은 이유야?	Is that why they died?
3386	우리는 죽기 위해 태어났어.	We were born to die.
3387	나는 어제 죽을 뻔 했어.	I almost died yesterday.
3388	그 어르신은 굶어 죽었어.	The old man died from hunger.
3389	누구든 언젠가는 죽어.	Everyone dies sooner or later.
3390	난 아직 죽을 준비가 안됐어.	I'm not ready to die yet.
3391	난 톰이 너무 보고 싶어 죽겠어.	I've been dying to see Tom.
3392	메리는 유방암으로 죽었어.	Mary died of breast cancer.
3393	누군가 죽었어.	Someone has died.
3394	나는 톰한테 너무 미안해.	I really feel sorry for Tom.
3395	자꾸 귀찮게 해서 미안해.	I'm sorry to bother you so often.
3396	"미안한데	 나 바빠."	"Sorry	 but I'm busy."
3397	같이 갈 수 없어서 유감이야.	I'm sorry that I couldn't go with you.
3398	너무 오래 기다리게 해서 미안해.	I'm sorry I kept you waiting so long.
3399	그걸 들어야 했다니 유감이야.	I'm sorry that you had to hear that.
3400	너 빼고 가버려서 미안해.	I'm sorry I left without you.
3401	"미안해	 겁줄 생각은 아니었어."	"Sorry	 I didn't mean to scare you."
3402	결혼식을 망쳐서 미안해.	I'm sorry that I ruined your wedding.
3403	"미안한데	 거기 들어오면 안 돼."	"Sorry	 but you can't go in there."
3404	방해해서 미안해.	I'm sorry to interrupt you.
3405	"미안하지만	 이거 말곤 다른 방법이 없어."	"I'm sorry	 but there's no other way."
3406	기분 상하게 했다면 미안해.	I'm sorry if I offended you.
3407	내가 입을 열어서 미안해.	I'm sorry I opened my mouth.
3408	의심해서 정말 미안해.	I'm so sorry that I doubted you.
3409	"미안한데	 내가 도와줄 수가 없어."	"I'm sorry	 I can't help you."
3410	"미안한데	 무슨 말을 하는지 못 알아듣겠어."	"Sorry	 I don't get your point."
3411	톰한테 키스해서 미안해.	I'm sorry that I kissed Tom.
3412	톰이 미안해 하는 것 같지 않은데.	I don't think Tom is sorry.
3413	몇몇 사람은 나빠.	Some people are evil.
3414	톰은 심한 충격을 받았어.	Tom was deeply shocked.
3415	내가 대답하길 원해?	Do you want me to answer?
3416	이거 윤리적이야?	Is this ethical?
3417	내 시간 끝났어?	Is my time up?
3418	그 사람한테 너무 기대하지 마.	Don't expect too much of him.
3419	톰은 환상적이야.	Tom is fantastic.
3420	나는 늘 열심히 공부해.	I always study hard.
3421	나 좀 죽게 내버려둬.	Let me die.
3422	톰을 때려.	Hit Tom.
3423	톰은 잡지를 읽고 있어.	Tom is reading a magazine.
3424	정말 웃긴 것 같아.	I think it's hilarious.
3425	나는 3년 전에 이 우산을 샀어.	I bought this umbrella three years ago.
3426	내가 너무 말을 많이 하고 있어?	Am I talking too much?
3427	왜 이 학교를 좋아해?	Why do you like this school?
3428	나는 혼자 여행하는 것을 좋아해.	I like to travel alone.
3429	나는 내 직감을 믿어보려 해.	I'm going to trust my instincts.
3430	어디서부터 시작할지 잘 모르겠어.	I'm not sure where to start.
3431	톰이 메리가 내일 떠난다고 나한테 말했어.	Tom told me Mary is leaving tomorrow.
3432	저기에 앉지 말아 줘.	Please don't sit there.
3433	햄버거 얼마나 샀어?	How much hamburger did you buy?
3434	일정한 속도로 운전해.	Drive at a steady speed.
3435	너는 채식주의자가 되어야 해.	You should become a vegetarian.
3436	그걸 하는 것은 그리 좋은 생각 같진 않은데.	I don't think doing that would be such a good idea.
3437	나는 톰의 생일 파티에 가고 싶지 않아.	I don't want to go to Tom's birthday party.
3438	이건 수사적인 질문이었어.	It was a rhetorical question.
3439	나는 큰 죄책감을 느끼고 있어.	I feel very guilty.
3440	톰이 어떻게 느낄지 우린 예상할 수 없어.	We can't predict how Tom will feel.
3441	톰은 힘든 시간을 보내고 있어.	Tom is having a tough time.
3442	우리 오늘 밤에 파티가 있어.	We have a party tonight.
3443	톰은 정말 멋져.	Tom is awesome.
3444	방금 날 모욕했어?	Did you just insult me?
3445	톰이 메리를 아주 잘 안다고 생각하진 않는데.	I don't think Tom knows Mary very well.
3446	톰은 지금 진짜 이상하게 행동하고 있어.	Tom is acting really weird right now.
3447	내가 만약 너라면 의사를 부를 텐데.	"If I were you	 I'd call a doctor."
3448	난 메리의 남자친구를 참을 수가 없어.	I can't stand Mary's boyfriend.
3449	난 지금 샤워하고 있어.	I'm taking a shower right now.
3450	톰은 읽을 수 있지?	"Tom can read	 can't he?"
3451	톰도 메리도 안 다쳤어.	Neither Tom nor Mary was injured.
3452	네가 호주에 가는 것은 정말로 중요한 것 같아.	I think it's really important for you to go to Australia.
3453	톰은 메리와 결혼하지 않았다더라.	Tom didn't marry Mary.
3454	톰은 영화를 만들고 있어.	Tom is making a movie.
3455	톰은 전에 호주에서 살았지?	"Tom lived in Australia before	 right?"
3456	물리는 수학보다 훨씬 더 어려워.	Physics is more difficult than mathematics.
3457	톰이 나한테 서핑하는 방법을 알려 줬어.	Tom taught me how to surf.
3458	난 공산주의자가 아니야.	I'm not a communist.
3459	나는 양보다 질을 선호해.	I prefer quality to quantity.
3460	톰이 오고 있길 바라.	I hope Tom is coming.
3461	톰은 내가 로맨틱하다고 생각해.	Tom thinks that I'm romantic.
3462	톰은 오해 때문에 너무 일찍 왔어.	Tom came too early because of a misunderstanding.
3463	절대 이 버튼을 누르지 마.	Never press this button.
3464	그 당시 나는 열세살일 뿐이었어.	I was only thirteen at the time.
3465	내 계산은 정확했어.	My calculation was correct.
3466	이 잡지 내가 가져도 돼?	May I have this magazine?
3467	우린 지난주에 호주에 있었어.	We were in Australia last week.
3468	나와 메리는 약혼했어.	Mary and I are engaged.
3469	가장 좋아하는 음식이 뭐야?	What's your favorite food?
3470	꼬마가 된 기분이야.	I feel like a little kid.
3471	이 일을 하기에는 너무 고급 인력인데.	You're overqualified for this job.
3472	같이 일할 수 있어서 행복해.	I'm happy we're working together.
3473	톰은 물리를 이해해.	Tom understands physics.
3474	잠잘 시간이야.	It's time to go to bed.
3475	누구나 사랑 받고 싶어 해.	Everybody wants to be loved.
3476	난 사실 그걸 하는 것에 관심이 많아.	I'm actually very interested in doing that.
3477	누가 바이올린을 연주하고 있어?	Who's playing the violin?
3478	나는 모자를 벗지 않았어.	I didn't take my hat off.
3479	문제는 그 사람이 신용할 만한 사람인지야.	The question is whether he can be trusted.
3480	아무에게도 들어본 적이 없어.	I haven't heard from anyone.
3481	그 데이터는 완전히 쓸모없었어.	The data was completely useless.
3482	치실 쓰는 것을 잊지 마.	Don't forget to floss.
3483	뭐가 문제인지 모르겠다.	I don't see what the problem is.
3484	내가 이기기 불가능할 거라는 건 알고 있었어.	I knew it would be impossible for me to win.
3485	관심 있어할 줄은 몰랐어.	I didn't think you were interested.
3486	톰은 취업하기를 기원하면서 호주에 왔어.	Tom came to Australia hoping to find a job.
3487	내 검을 줘.	Give me my sword.
3488	그 사람은 오십 대야.	He's in his fifties.
3489	배에 한번이라도 타본 적 있어?	Have you ever been on a ship?
3490	톰이랑 한번이라도 수영하러 간 적 있어?	Have you ever gone swimming with Tom?
3491	톰이 웃은 걸 한번이라도 본 적 있어?	Have you ever seen Tom laugh?
3492	외로웠던 적이 있어?	Have you ever been lonely?
3493	한번이라도 해본 적 있어?	Have you ever done that?
3494	보스턴에 가본 적 있어?	Have you ever been to Boston before?
3495	호주에 가본 적 있어?	Have you ever been in Australia before?
3496	한번이라도 약혼한 적 있어?	Have you ever been engaged?
3497	선생이었던 적이 있어?	Have you ever been a teacher?
3498	아프리카에 가본 적 있어?	Have you ever been to Africa?
3499	캐나다에 가본 적 있어?	Have you ever been to Canada?
3500	외국에 나가본 적 있어?	Have you ever been to a foreign country?
3501	취해본 적 있어?	Have you ever been drunk?
3502	유럽에 가본 적 있어?	Have you ever been to Europe?
3503	다른 나라에 가본 적 있어?	Have you ever been to another country?
3504	한번이라도 도둑맞았던 적이 있어?	Have you ever been robbed?
3505	정말 한번이라도 사랑에 빠진 적 있어?	Have you ever really been in love?
3506	네 개한테 물려본 적 있어?	Have you ever been bitten by your dog?
3507	소개팅 해본 적 있어?	Have you ever been on a blind date?
3508	이 동굴 안에 들어가본 적 있어?	Have you ever been inside this cave?
3509	헬리콥터 타본 적 있어?	Have you ever been on a helicopter?
3510	디즈니랜드에 가본 적 있어?	Have you ever been to Disneyland?
3511	장거리 연애 해본 적 있어?	Have you ever been in a long distance relationship?
3512	친구에게 배신 당해본 적 있어?	Have you ever been betrayed by a friend?
3513	톰 집에 가본 적 있어?	Have you ever been to Tom's home?
3514	너 보스턴에 가본 적 없지?	"You haven't ever been to Boston	 have you?"
3515	너 직장에서 해고당한 적 있어?	Have you ever been fired from a job?
3516	너 해고당한 적 있어?	Have you ever been fired?
3517	너 교도소에 간 적 있어?	Have you ever been in prison?
3518	너 감옥에 간 적 있어?	Have you ever been in jail?
3519	너 한번이라도 사랑해본 적 있어?	Have you ever been in love?
